job_id,submit_t,job_type,gpus_request,duration_s_intended,pending_ratio,queue_depth_norm,fragmentation_score,congestion_score,total_pending,pending_gpus,running_gpus,gpu_nodes_alloc,gpu_nodes_total,util_gpu_mean,util_gpu_std,util_gpu_max,util_mem_mean,temp_c_mean,temp_c_max,power_w_mean,power_w_max,mem_used_mb_mean,util_mem_std,util_mem_max,mem_used_mb_max,power_efficiency,mem_pressure,start_t,wait_seconds,wait_threshold_p90,label_long_wait,submit_epoch_ms
17,188.0,medium,2,162.0,0.75,3.6,1.0,3.8,8,36,10,10,10,23.676699118737577,9.37493182070417,102.65803310842261,28.136781738318295,44.597916542176534,63.778392438252816,131.55702904007305,173.9385844788831,2362.3850062376846,9.112518128729203,54.32747949102527,4633.339723134783,0.1799728930601307,0.28136781738318295,465.5,277.5,150474.45,0,188000
18,243.0,burst,2,48.0,0.8181818181818182,3.6,0.0,3.8,8,36,3,3,10,18.36614549364791,3.0015431573226903,91.85016132743908,12.207935883908728,36.4039018613803,57.36270106741413,87.66953218438852,100.9810084706925,5941.6059683119,4.495237336594638,36.28768574703477,7420.001320004213,0.2094929108897242,0.12207935883908728,243.0,0.0,150474.45,0,243000
19,255.0,burst,2,48.0,0.8181818181818182,3.6,0.0,3.8,8,36,4,4,10,12.949946238284733,11.530408440993641,20.720830327025254,40.77110148679058,39.265854618518,71.61342051430208,101.79492552688104,121.7457869080935,3492.7635461112245,9.076842286995394,64.47330210216425,5337.669640230865,0.12721602939691756,0.4077110148679058,530.5,275.5,150474.45,0,255000
20,299.5,short,2,65.0,0.9,2.8,1.0,3.0,8,28,10,10,10,11.191249259253045,8.779369669095951,75.48788813950564,8.299533620351841,42.26039330202579,67.27994013617979,87.64260979006376,108.56682467656259,7823.441744609493,2.456094754081506,25.64687809078616,10176.12455495398,0.12769187597288803,0.08299533620351841,530.5,231.0,150474.45,0,299500
21,309.5,short,6,64.0,0.9090909090909091,3.0,1.0,3.6,9,30,10,10,10,23.742776540970247,19.40417114450846,24.45285198641218,11.878096015215739,40.05031101842332,57.99017531845384,98.79852063882713,139.82015872516575,8547.846285125663,9.687896097208982,21.630892488168,8891.784456272158,0.24031510175911988,0.11878096015215739,638.0,328.5,150474.45,0,309500
22,319.5,long,2,358.0,0.9166666666666666,3.6,1.0,3.8,10,36,10,10,10,43.876643347650436,6.212723954984865,87.72746589944099,37.230462348114926,42.18705997144131,50.830296657540345,117.20177509142458,95.40033917715957,6197.317019858069,8.090229281948236,67.61043794481807,7984.400997265843,0.374368419876098,0.3723046234811493,781.0,461.5,150474.45,0,319500
23,329.5,medium,2,163.0,0.9230769230769231,3.8,1.0,4.0,11,38,10,10,10,18.158380502037947,13.374412702943586,63.318431188777815,20.522925210688975,33.10538758631537,54.96662547507726,59.72897650525312,143.5500035517723,10924.379129505021,6.09569574477134,47.85424326517904,13231.340932208404,0.3040129190969969,0.20522925210688975,781.0,451.5,150474.45,0,329500
24,339.0,short,2,65.0,0.9285714285714286,4.0,1.0,4.2,12,40,10,10,10,17.082950392273116,14.922721443055444,46.10204844030864,12.371554836352512,46.548019917296834,65.318673158944,86.66326267099268,148.3544220279024,1453.80871897215,6.593927714461795,35.94694461323135,2279.368607092875,0.1971187082711923,0.12371554836352512,577.5,238.5,150474.45,0,339000
25,341.5,long,3,358.0,0.9333333333333333,4.2,1.0,4.5,13,42,10,10,10,30.145901030605454,17.110106525758205,91.63766121845869,1.7698004107290988,38.068496175243915,59.30677415390797,77.47309229858242,194.6548688721278,7764.647748099863,3.7173642365794937,15.72163873389817,8252.292479815664,0.3891144671807176,0.01769800410729099,781.0,439.5,150474.45,0,341500
26,359.5,medium,5,162.0,0.8,3.5,1.0,4.0,11,35,10,10,10,2.223860410620643,15.33828887198231,41.326095650711814,6.412546313585629,30.68114873526607,58.238042955524335,90.76088550915513,150.59325629570193,8588.770808181996,7.828535030697616,23.657761414184435,8805.744943498032,0.024502409800710022,0.06412546313585629,945.5,586.0,150474.45,0,359500
27,377.0,burst,2,48.0,0.8125,4.0,1.0,4.2,12,40,10,10,10,29.626430621918587,0.0,90.88643729006374,29.31747305040812,39.66065021164338,52.726806871503605,36.99379689513457,136.30926303668662,4141.265258046241,2.4783476064130125,65.1113320678488,6877.164492918583,0.800848604589032,0.29317473050408116,656.0,279.0,150474.45,0,377000
28,411.0,medium,5,162.0,0.8235294117647058,4.2,1.0,4.7,13,42,10,10,10,24.654420425155113,12.81918328735594,57.2919905724046,19.471036028839762,43.12017908734047,45.850908002376144,105.51626766814641,160.2483231626612,3924.5423704295085,4.222582943008721,56.43768420857539,6337.546870297663,0.23365516019477126,0.1947103602883976,1146.5,735.5,150474.45,0,411000
29,465.5,burst,10,48.0,0.7647058823529411,4.3,0.8,5.3,12,43,8,8,10,6.640272636598129,4.5294041321209315,42.753518987439435,20.643720214977076,41.20858972446867,44.64154895077179,57.843256712886905,52.8936451894933,4774.088897330676,8.073593146043802,47.532823302684136,7058.999162728481,0.11479769663658551,0.20643720214977077,1337.5,872.0,150474.45,0,465500
30,490.5,medium,2,162.0,0.7222222222222222,5.1,1.0,5.3,12,51,10,10,10,8.32114534382141,1.8592076782752516,48.45822152822745,22.918427504716853,50.100318705980484,51.216122211287434,44.48440788793313,150.66262231145757,3870.669120742132,2.7239106809014046,35.61644848110058,5475.431843080856,0.18705757227980568,0.22918427504716854,781.0,290.5,150474.45,0,490500
31,508.5,burst,2,48.0,0.7368421052631579,5.3,1.0,5.5,13,53,10,10,10,21.947281620681128,10.264357722155141,86.16057239118523,8.740039061878239,42.3514820740834,54.29025933650481,96.92472956696206,210.48230295348083,2245.601766571024,6.710530000301837,45.641524537620725,3022.890821038198,0.22643634621150513,0.0874003906187824,1146.5,638.0,150474.45,0,508500
32,518.0,memheavy,10,98.0,0.75,5.5,1.0,6.5,14,55,10,10,10,35.07468603161755,11.902062488426177,37.68905817587935,17.762162585678446,46.10253137214281,51.90920156543239,57.833341332298545,90.61805696879485,8533.49734480169,13.382330382175438,32.00681233088356,10015.743362678732,0.6064786371253492,0.17762162585678445,1469.0,951.0,150474.45,0,518000
33,530.5,memheavy,2,97.0,0.7368421052631579,6.1,1.0,6.3,13,61,10,10,10,13.537626113264796,10.39603518770164,75.42771519219447,3.3683629546067095,37.890471271570576,61.12023548579668,90.03222568343135,141.1798409054256,5228.6869018160605,1.8368874082036024,26.75914404917973,7767.70565074673,0.15036422803614116,0.033683629546067094,1146.5,616.0,150474.45,0,530500
34,577.5,burst,2,48.0,0.7368421052631579,6.1,1.0,6.3,13,61,10,10,10,20.511884067278455,7.2770423481082895,47.37407103033818,10.71578172704737,45.55893554466054,59.428250069930414,106.15288929921104,188.12034616155196,5439.43182498054,8.877080147149615,32.16980691009137,5649.606337848456,0.1932296351299682,0.1071578172704737,1210.5,633.0,150474.45,0,577500
35,638.0,medium,2,162.0,0.8235294117647058,5.7,1.0,5.9,13,57,10,10,10,17.13145363583911,9.705285764011904,24.435746392123665,24.341987217270212,40.2307458243753,56.50728401996443,89.84693692758181,68.1786367945925,7759.252026349374,1.9418223666404533,41.96135858524154,8890.63747124523,0.19067376386628918,0.2434198721727021,1631.5,993.5,150474.45,0,638000
36,638.0,short,2,64.0,0.8333333333333334,5.9,1.0,6.1,14,59,10,10,10,28.71060973902009,9.870176215444655,39.9017896179696,12.970564248252892,42.23894332510508,57.07902491452949,68.99511964706394,174.37588005385993,5761.293152648516,2.574783693343825,44.89262328466855,5915.69650437432,0.41612522575344,0.12970564248252892,1631.5,993.5,150474.45,0,638000
37,656.0,medium,10,162.0,0.8333333333333334,5.9,1.0,6.9,14,59,10,10,10,53.379083368593164,15.031117554654985,30.939413199172947,35.132300667477786,29.910800401093354,61.70687394266162,83.94602686152349,93.2570991312102,7462.656931884747,10.117204612099705,56.70992777798587,9194.971311537282,0.6358738509047814,0.35132300667477784,1798.5,1142.5,150474.45,0,656000
38,674.0,burst,2,48.0,0.8421052631578947,6.9,1.0,7.1,15,69,10,10,10,0.0,0.0,71.69098286618745,25.882992252785694,38.012473653455416,46.38210520876975,118.06758206327342,107.09335990149994,3493.8073923445127,3.1318495038993595,52.27863033876554,3762.048387069377,0.0,0.25882992252785697,1631.5,957.5,150474.45,0,674000
39,676.5,burst,7,48.0,0.85,7.1,1.0,7.8,16,71,10,10,10,22.4125342753907,14.011757623561975,47.83578735216376,15.860734248974412,30.78389019342066,50.6150567363033,58.59147816341745,133.08188907635255,4410.236179738916,5.235615937352334,37.10981604109951,5189.9832347175,0.38252208303876406,0.15860734248974412,1977.0,1300.5,150474.45,0,676500
40,690.5,medium,2,163.0,0.8571428571428571,7.8,1.0,8.0,17,78,10,10,10,24.84723115066093,9.619182859738117,45.23695738440971,35.53301816545097,37.45803600530607,69.19817156019238,77.53998325479898,95.79296208195304,3980.1062059587293,6.6448036879544885,58.44681758191528,6967.461251889132,0.3204441129296107,0.3553301816545097,1977.0,1286.5,150474.45,0,690500
41,696.0,short,1,65.0,0.8636363636363636,8.0,1.0,8.1,18,80,10,10,10,41.24014494983294,12.534400184369897,107.56699201461515,14.745057134721446,38.15661458876434,45.1287301377276,77.77567557178031,50.8433035688435,6513.1270702858665,4.141867384755368,39.782455120970035,8285.543700798946,0.5302447667172213,0.14745057134721445,781.0,85.0,150474.45,0,696000
42,705.5,memheavy,2,98.0,0.9523809523809523,8.1,0.0,8.3,19,81,2,2,10,9.442210231325094,7.4308069404847314,71.47503903459422,3.6246384305925905,46.73239811302958,55.97939524159409,80.03226757154839,87.81423587168487,5216.187310940678,5.858833681246885,7.2674321397370605,6950.805338209876,0.11798004127377512,0.0362463843059259,1631.5,926.0,150474.45,0,705500
43,723.5,short,2,64.0,0.9523809523809523,7.3,1.0,7.5,19,73,10,10,10,8.799022006629658,7.757560338365974,47.93450737957077,13.938443962656084,39.122654378033765,49.36946370495832,109.5338836213643,139.5366153545611,6256.6127961644415,12.116139819138613,29.345805783519157,8075.6468685983555,0.08033150761864734,0.13938443962656083,1631.5,908.0,150474.45,0,723500
44,781.0,medium,2,163.0,0.8571428571428571,6.8,0.0,7.0,17,68,7,7,10,8.835231662132896,24.62022562420536,118.48548539741657,0.0,47.28441942853453,47.96437584170607,98.34637481806399,130.45959620511456,0.0,7.3130250418565055,30.31900642897231,1677.559613151738,0.08983789873777905,0.0,2036.5,1255.5,150474.45,0,781000
45,831.5,short,2,64.0,0.7727272727272727,6.7,1.0,6.9,16,67,10,10,10,58.552106484981095,5.529962708874051,107.06037218854561,19.499837026800225,34.01668113886046,59.28635857556907,127.51772078071295,131.2084306434625,5549.291204910053,7.4147075405991005,21.97748870728501,8674.154818992962,0.45916838951090394,0.19499837026800226,1697.5,866.0,150474.45,0,831500
46,848.5,memheavy,2,97.0,0.8181818181818182,6.9,0.5,7.1,17,69,9,9,10,26.83464745799984,8.108476012195059,99.6184232023348,32.40150549953813,35.0553165551508,51.298874639699434,93.89445010974781,105.8124893262403,6763.652881530262,15.082856189571833,68.45772337458763,8826.61743969465,0.28579588491795166,0.3240150549953813,2036.5,1188.0,150474.45,0,848500
47,860.5,burst,2,48.0,0.8260869565217391,7.1,0.5,7.3,18,71,9,9,10,3.079007362061277,7.104793736941483,43.057689063805064,16.677482652752513,44.00218860929343,63.71785266223194,93.09930632938904,67.77080240678265,6587.96705073628,10.26440892046589,43.49783558962875,7557.311992482233,0.03307229112070531,0.16677482652752512,1697.5,837.0,150474.45,0,860500
48,877.0,short,2,64.0,0.8333333333333334,7.3,0.5,7.5,19,73,9,9,10,0.0,7.213209014639897,94.02108546038745,12.984189910492304,50.20585201393437,61.60759237104244,37.68184773139565,94.58675692372928,9842.245057684275,0.13256192503454045,28.106713895693243,11426.198126709958,0.0,0.12984189910492305,1697.5,820.5,150474.45,0,877000
49,887.0,short,10,64.0,0.84,7.5,0.9,8.5,20,75,9,9,10,7.271333427557167,10.762926442895065,79.11197862095821,15.253481922743388,36.5427862922226,51.25612903825747,54.42696335568668,124.33584548535153,7708.955666410718,4.9024653762197685,40.58094704550579,7835.7786242388465,0.1335979995804311,0.1525348192274339,2204.5,1317.5,150474.45,0,887000
50,894.0,long,2,358.0,0.8461538461538461,8.5,0.5,8.7,21,85,9,9,10,32.548029366272196,0.9770233567482234,35.735435273725315,37.51664889075048,41.64290491376404,60.01748080738198,85.26255315637108,165.6006820832244,3569.670605145047,0.0,49.69047781340714,5498.6510148249345,0.3817388544133704,0.3751664889075048,2323.5,1429.5,150474.45,0,894000
51,894.0,short,2,65.0,0.8518518518518519,8.7,0.5,8.9,22,87,9,9,10,29.46695424191397,8.297506678040591,89.21096177734951,10.640559436540416,34.87432755687306,61.88173613038991,67.15318341359176,132.68457643425234,1310.0837544436965,0.9398347078947396,25.211734878768794,4578.757851462,0.43880204547309487,0.10640559436540416,2036.5,1142.5,150474.45,0,894000
52,911.0,burst,2,48.0,0.8571428571428571,8.9,0.5,9.1,23,89,9,9,10,29.03061157983159,10.772139018667287,77.81082550800494,50.57205429929288,39.9934344531052,76.23799895249348,36.58841185906879,132.72323979635078,3163.2416528558806,9.095844134538908,59.79940483217139,3996.0883817146523,0.7934373235890005,0.5057205429929288,1731.5,820.5,150474.45,0,911000
53,945.5,short,2,64.0,0.8888888888888888,8.6,1.0,8.8,23,86,10,10,10,81.66078309835576,17.011545461325,80.70461467636575,25.924365717466806,45.052644898585875,53.82629284085776,91.28658926627784,116.66392775688418,2353.886209151342,6.24425718582326,57.60753846579409,4118.021897091499,0.8945539947840078,0.2592436571746681,2036.5,1091.0,150474.45,0,945500
54,958.0,medium,5,162.0,0.8928571428571429,8.8,1.0,9.3,24,88,10,10,10,29.20354968968487,11.066977883114603,49.81762648965344,38.56241128105751,39.48272399239964,60.30604546660531,42.34152839337389,109.01794973321982,8643.930791875133,9.141354087833701,69.5331500441453,9738.551411194381,0.6897141127823574,0.38562411281057507,2323.5,1365.5,150474.45,0,958000
55,976.0,medium,2,163.0,0.896551724137931,9.3,1.0,9.5,25,93,10,10,10,25.017986782829517,15.045825903156887,54.538295856478626,21.581210921478153,36.3139366219033,48.21390654481142,85.41218294560448,152.64155553270095,4105.616199400384,9.867415434463844,50.9547076115708,5227.144571494822,0.29290887927267295,0.21581210921478153,2323.5,1347.5,150474.45,0,976000
56,981.5,short,2,65.0,0.9,9.5,1.0,9.7,26,95,10,10,10,11.859022490109828,10.546632904493755,43.22445686613041,16.283718025622395,44.31946141618391,52.09256859470171,110.72088583686431,97.34747516225325,3408.3592976978657,5.362396685082894,39.751263957129495,4029.892217495889,0.10710736642391808,0.16283718025622396,2110.5,1129.0,150474.45,0,981500
57,983.0,burst,7,48.0,0.9032258064516129,9.7,1.0,10.4,27,97,10,10,10,21.847425385922868,12.079684140947009,22.26799593632355,25.49411249675347,46.97366060026418,56.87168797421299,83.28537640205867,121.85689953611646,4948.201577232953,10.815498477041892,43.38360053710644,6053.763077471771,0.2623200654152634,0.2549411249675347,2499.0,1516.0,150474.45,0,983000
58,984.0,medium,2,163.0,0.90625,10.4,1.0,10.6,28,104,10,10,10,4.521723708944727,16.702628573809427,55.676744170164184,6.0997601146472,46.607197499299474,57.66477383163783,57.904009429099844,116.76300799795764,6597.791391396186,0.0,30.4634807663345,7930.3748480726645,0.07808999331007155,0.060997601146472,2646.5,1662.5,150474.45,0,984000
59,1018.0,burst,2,49.0,0.9090909090909091,10.6,1.0,10.8,29,106,10,10,10,53.76848086100671,6.32416712698041,45.38454106240904,16.399726903053942,45.2950041312521,53.86120910113421,123.85473566787512,116.75805310251003,9111.818503353667,6.18719831566895,36.450924957173385,9338.261488889135,0.43412535314911604,0.16399726903053943,2110.5,1092.5,150474.45,0,1018000
60,1028.0,memheavy,2,97.0,0.9117647058823529,10.8,1.0,11.0,30,108,10,10,10,55.412747256663,11.288790031274514,51.075553741269445,18.657944801471725,52.045493145231745,61.25536395265956,37.50081911956849,110.34804391251274,7296.552015384575,3.595344492337739,41.518414735687415,7615.028356858703,1.477640983787146,0.18657944801471726,2646.5,1618.5,150474.45,0,1028000
61,1079.5,long,10,358.0,0.9142857142857143,11.0,1.0,12.0,31,110,10,10,10,38.0702361556872,7.102899159602192,83.16659436850952,0.0,40.87854270445705,56.4746388241515,45.692858727096926,170.24274822519916,5729.3820533105545,2.5700385016993694,24.42644692817623,6559.554899839805,0.8331769387217322,0.0,2812.0,1732.5,150474.45,0,1079500
62,1146.5,medium,2,162.0,0.9696969696969697,11.5,0.0,11.7,31,115,5,5,10,0.0,11.293855406314746,106.30395571150322,13.305262163236515,28.166527934715972,51.15816147187331,83.25436233769429,130.3138729003033,4834.343265513331,13.088354419420755,31.795078737048115,6016.7889838182955,0.0,0.13305262163236514,2646.5,1500.0,150474.45,0,1146500
63,1159.0,medium,2,162.0,0.9117647058823529,11.3,0.5,11.5,30,113,9,9,10,21.149537742950212,8.534724587692125,43.70790451316911,30.936293667552373,32.66836946812014,55.93351387213801,107.18896191056696,123.01414346134565,643.453224482799,6.340542325887487,56.75144626963511,2325.244699955373,0.19731078056895743,0.3093629366755237,2646.5,1487.5,150474.45,0,1159000
64,1193.0,medium,2,163.0,0.9142857142857143,11.5,0.5,11.7,31,115,9,9,10,27.74463757661866,26.637226128211545,52.68368205366964,0.0,40.996972306168445,55.539895905097765,45.6646860708872,149.20109681889085,7463.232655853241,1.3065171197065268,14.787866659392419,7982.528573372014,0.6075731591267156,0.0,3180.0,1987.0,150474.45,0,1193000
65,1193.0,medium,10,162.0,0.9166666666666666,11.7,0.9,12.7,32,117,9,9,10,26.623546381238327,8.671554430156148,67.7021175904838,14.168770571066162,38.08324873107202,51.80088766226947,78.75726692557289,125.62605769417941,6277.626572962645,4.064719558065459,31.818812261264977,7316.0545185560095,0.3380455851318213,0.1416877057106616,3349.0,2156.0,150474.45,0,1193000
66,1210.5,short,2,64.0,0.9166666666666666,12.5,0.5,12.7,32,125,9,9,10,22.196976139679254,3.86440829102526,77.5794425082036,36.516069536938254,43.01781691072202,70.4928359825131,32.27973003967597,100.7018918525501,6638.226380268219,0.7640305388482567,55.16678934109187,8195.287196640591,0.6876444168645864,0.36516069536938256,2134.0,923.5,150474.45,0,1210500
67,1270.0,medium,2,163.0,0.9714285714285714,12.7,0.0,12.9,33,127,5,5,10,40.28946435454122,16.49891210060714,24.711944634813296,0.1609785792694174,44.663813736710225,45.5842609753773,132.7656711602358,121.38749684385485,5576.243865277901,6.293791758787236,17.21847958536324,6490.278825238408,0.3034629660096064,0.0016097857926941738,3180.0,1910.0,150474.45,0,1270000
68,1273.0,medium,2,163.0,0.9722222222222222,12.9,0.0,13.1,34,129,5,5,10,13.54037954153455,13.183338558966565,70.49239127266547,38.423912365277474,43.61253963499065,52.96419004383612,80.62820971506434,135.20239908730446,6360.005674739842,4.439943235648339,55.81672461418934,8315.695508786128,0.16793600638517842,0.38423912365277474,3180.0,1907.0,150474.45,0,1273000
69,1275.0,memheavy,2,97.0,0.972972972972973,13.1,0.0,13.3,35,131,5,5,10,40.107578577235195,5.552834812498175,75.11522448197559,38.3516094051193,41.95667128897903,54.27843228199962,58.5712711534933,112.1600794591772,3346.2231562725615,10.999340101430239,56.268506817141116,4618.487977749099,0.6847653770758756,0.38351609405119297,2683.0,1408.0,150474.45,0,1275000
70,1276.5,burst,2,49.0,0.9736842105263158,13.3,0.0,13.5,36,133,5,5,10,18.531724614354655,12.320519475642003,55.60145038606051,39.29095669886783,43.391122458697225,43.77008220711223,72.82260698293811,80.77753907443083,6348.516259896826,10.14539397390194,61.34847878431726,7444.344854420702,0.2544776324568622,0.3929095669886783,2752.0,1475.5,150474.45,0,1276500
71,1286.0,burst,2,48.0,0.9743589743589743,13.5,0.0,13.7,37,135,5,5,10,13.000819561803798,15.579730477976579,50.249972594632716,26.854168856213732,39.12136225408713,63.750659120208624,59.60445059435074,112.57943458787327,6450.281998921296,13.704710493239059,35.40356283730518,6933.175930952342,0.21811826855486535,0.26854168856213734,3180.0,1894.0,150474.45,0,1286000
72,1296.0,memheavy,2,98.0,0.975,13.7,0.0,13.9,38,137,5,5,10,37.89592586150791,3.5982988567024004,66.54870792703183,27.665764819015312,43.27648188061124,57.434842969873,103.84677184537884,39.772818318379,0.0,2.241412951155451,48.35701319066267,1188.4865514165574,0.3649215588322043,0.2766576481901531,3180.0,1884.0,150474.45,0,1296000
73,1305.0,medium,2,163.0,0.975609756097561,13.9,0.0,14.1,39,139,5,5,10,21.26223926234164,11.178450747014239,83.35036609786886,51.9495008932097,41.643764409186836,56.48305401883606,53.86769212970092,123.32874423479758,1848.362612641457,5.186197205455459,78.04578597963597,3634.5476352907963,0.39471227412429505,0.519495008932097,3520.5,2215.5,150474.45,0,1305000
74,1337.5,burst,2,48.0,0.975609756097561,13.1,1.0,13.3,39,131,10,10,10,7.318503900375776,17.299394844600965,45.69996150355111,14.337738016605929,40.12183665901135,69.65462785204407,66.11710250581721,141.84333314085023,6046.090662678348,7.388480247963548,28.01303135827149,6629.149247317381,0.11069002758751971,0.14337738016605928,3250.5,1913.0,150474.45,0,1337500
75,1340.0,long,3,359.0,0.9761904761904762,13.3,1.0,13.6,40,133,10,10,10,10.758025842122137,2.724568976606292,83.84906988088056,29.1956276849279,41.77438989287901,50.737895508577694,16.47009730560748,97.4349941143411,4547.269296532881,2.662272784406139,40.53148881570572,7682.943561170715,0.6531853238328721,0.291956276849279,3520.5,2180.5,150474.45,0,1340000
