job_id,submit_t,job_type,gpus_request,duration_s_intended,pending_ratio,queue_depth_norm,fragmentation_score,congestion_score,total_pending,pending_gpus,running_gpus,gpu_nodes_alloc,gpu_nodes_total,util_gpu_mean,util_gpu_std,util_gpu_max,util_mem_mean,temp_c_mean,temp_c_max,power_w_mean,power_w_max,mem_used_mb_mean,util_mem_std,util_mem_max,mem_used_mb_max,power_efficiency,mem_pressure,start_t,wait_seconds,wait_threshold_p90,label_long_wait,submit_epoch_ms
11,511.0,burst,2,48.0,0.625,0.8,0.5,1.0,4,8,9,9,10,64.13506363564974,14.986365642933066,89.88169269472652,66.16466519225601,58.45513542080173,75.40203719370867,332.7699507033391,489.93213659425805,49961.65592208329,17.778448586051784,85.95010861471019,50400.102730292536,0.1927309346895492,0.6616466519225601,682.0,171.0,131408.0,0,511000
12,531.0,burst,2,49.0,0.625,0.8,0.5,1.0,4,8,9,9,10,60.95791872245689,19.01634374386237,98.65947342129688,76.9252291611588,75.47515553607148,80.89217590641817,394.4925356504247,519.128651572217,56182.45961292261,3.346602454879383,97.0256209242982,56744.4497640601,0.15452236281721204,0.7692522916115879,772.0,241.0,131408.0,0,531000
13,550.0,burst,2,48.0,0.6666666666666666,1.0,0.5,1.2,5,10,9,9,10,58.71939935673317,21.47292328085174,84.94206905331473,30.717879492249914,55.74875943924404,63.99074599754848,127.50447015290771,551.9659955280321,79628.35536827103,9.453683233149935,56.75698135546613,80132.64128591746,0.46052816255237844,0.3071787949224991,772.0,222.0,131408.0,0,550000
14,682.0,medium,2,163.0,0.375,0.4,1.0,0.6,2,4,10,10,10,55.86645925217094,9.106974938384301,96.27500880531356,80.73062294169037,61.920057656730805,77.44327586852313,309.6799458505426,461.0393364389931,73526.35341758636,22.933822456702554,83.73264522250292,75980.91914720745,0.18040063620759333,0.8073062294169037,772.0,90.0,131408.0,0,682000
15,698.0,burst,2,48.0,0.4444444444444444,0.6,1.0,0.8,3,6,10,10,10,64.796078185661,31.47607942912456,87.75975569102695,20.888153970359934,64.02089869770111,87.49187696915259,367.66303898551337,526.7495762066292,58150.01719164017,18.922493423455403,34.14672045185847,59521.60154155716,0.17623767231117865,0.20888153970359935,772.0,74.0,131408.0,0,698000
16,704.0,medium,2,162.0,0.5,0.8,1.0,1.0,4,8,10,10,10,55.78390076962454,32.26473940062367,92.36368432018547,0.0,74.19285111691315,79.35323280429293,370.7991689707672,368.8968054281164,67158.8803841223,24.625491596681968,6.89757893015766,69629.53442720958,0.15044235650383128,0.0,1086.0,382.0,131408.0,0,704000
17,772.0,short,5,64.0,0.2857142857142857,0.2,1.0,0.7,1,2,10,10,10,54.635404309320386,42.72249804446184,77.36374204112458,34.832164110213775,62.21206763801976,84.34746798867302,299.4313387562685,491.2232113313375,39159.95833797448,19.29631168921223,63.14582137053046,39761.26574531304,0.18246388149034923,0.34832164110213776,1086.0,314.0,131408.0,0,772000
18,1086.0,burst,2,48.0,0.3333333333333333,0.0,0.0,0.2,0,0,7,7,10,66.31059413774679,9.572407599164674,88.71270680436537,37.826594190161885,74.1344726509764,76.90100666485237,268.2233852537081,357.3403378652386,54791.29855549682,22.299408782913808,45.210492989079,56372.65938502737,0.24722152423445362,0.37826594190161883,1086.0,0.0,131408.0,0,1086000
19,1086.0,short,3,64.0,0.25,0.0,0.6666666666666667,0.3,0,0,9,9,10,69.77661397891858,35.50031020327209,92.24727058780223,19.705028039749884,48.969501114710155,70.60760345401053,319.755651083576,419.5374331091505,47710.674867724185,26.665453479138954,20.264236678888157,48351.88025692886,0.2182185482647834,0.19705028039749883,1150.0,64.0,131408.0,0,1086000
20,1105.0,medium,2,162.0,0.4,0.3,0.5,0.5,1,3,9,9,10,29.73012571891423,29.964503785339158,97.51515892929888,64.03759891536039,50.08738471169572,79.19892044987796,290.90964253403234,493.06426301520565,30290.92189563588,18.084935507273492,96.3011027187571,30672.06329394821,0.10219711337150408,0.6403759891536039,1150.0,45.0,131408.0,0,1105000
21,1124.0,burst,2,48.0,0.5,0.5,0.5,0.7,2,5,9,9,10,74.38703548678168,21.389869619481605,92.96152335053714,37.06832235730067,63.917691031379746,67.39357122030938,313.7200153104594,364.18674416795665,32880.683584538776,24.569341402101593,42.0138275845039,35821.39422814946,0.23711281351675245,0.3706832235730067,1150.0,26.0,131408.0,0,1124000
22,1150.0,burst,2,48.0,0.2,0.0,0.5,0.2,0,0,9,9,10,18.883038920389904,16.820290117149188,83.70832522159631,28.62458299637595,70.00010852901431,66.04817947760426,153.76930436867084,562.6201121975647,60870.896144544386,13.991385509290382,46.29987380004249,62932.7145110457,0.12280109478232873,0.28624582996375947,1240.0,90.0,131408.0,0,1150000
23,1240.0,burst,2,48.0,0.25,0.0,0.0,0.2,0,0,6,6,10,41.76248596397521,32.90015771767025,103.78167388489851,57.499539129560674,89.322317729052,80.29217663784607,325.0590373359258,604.1651705279977,59493.48349875498,15.864030654116682,74.60877294907773,61383.52553546405,0.12847661860518156,0.5749953912956067,1240.0,0.0,131408.0,0,1240000
24,1361.0,long,2,359.0,0.5,0.0,0.0,0.2,0,0,0,0,10,6.197021642312546,33.08060288797903,89.31225542294455,30.113621762454944,65.46879880906074,65.35719973703584,382.96583549889993,593.030345563821,33211.22933908563,22.448297041256946,51.78315145274364,35633.48837608705,0.016181656607147522,0.30113621762454945,1361.0,0.0,131408.0,0,1361000
25,1380.0,medium,2,163.0,0.5,0.0,0.0,0.2,0,0,2,2,10,19.373834141727137,10.723647801934689,87.93200193798779,69.45165818887907,67.82743413342358,81.09321523122678,429.38959611303017,263.35518738676086,37148.71340751007,5.888763841081541,90.02650274441689,37298.95896398582,0.04511947731641657,0.6945165818887906,1380.0,0.0,131408.0,0,1380000
26,1416.0,medium,2,162.0,0.3333333333333333,0.0,0.0,0.2,0,0,4,4,10,89.67288978995171,16.30584828260842,83.68420997606125,53.60116211705042,53.62995723395477,77.16941558893855,299.676472512842,505.12027784714485,77033.24259135539,23.921053591364107,81.28893514328634,78376.16260719947,0.29923233224826806,0.5360116211705042,1416.0,0.0,131408.0,0,1416000
27,1711.0,long,10,358.0,0.5,0.0,0.19999999999999996,1.0,0,0,2,2,10,34.9354389754174,6.693332066638618,87.45632995102126,58.486390755379766,68.40469049836847,78.6030909978163,358.6532320728914,394.61207940679816,80644.10034002709,15.219990275768147,76.06783258297548,82701.96344086983,0.09740728885531762,0.5848639075537977,1730.0,19.0,131408.0,0,1711000
28,1730.0,burst,2,48.0,0.5,0.0,1.0,0.2,0,0,10,10,10,37.61975799318761,19.491784821320998,90.81208628480834,49.666406163864394,79.63605309651014,87.61452947807372,419.5399965033335,195.8913528118305,63395.44530572388,16.379634048584446,74.52702668282461,64961.860643304935,0.08966906208402159,0.49666406163864396,2149.0,419.0,131408.0,0,1730000
29,1807.0,long,2,358.0,0.6666666666666666,0.2,1.0,0.4,1,2,10,10,10,52.05421287811683,22.587461157004114,87.67312736093179,45.13185874977227,67.37721358318052,86.88007380790914,312.1269485957731,464.702036197486,52851.363669775485,20.7230477469265,62.09720691670519,54161.731240890505,0.16677256838060076,0.4513185874977227,2149.0,342.0,131408.0,0,1807000
30,1848.0,burst,5,48.0,0.75,0.4,1.0,0.9,2,4,10,10,10,92.82632858997236,22.502047299539957,104.37314602603938,68.08367725094867,64.25207587091428,85.69663818452311,432.36772632307833,371.6727777539455,66802.07254647504,23.302269234686406,82.72503694217436,69448.85414540839,0.214693009997258,0.6808367725094867,2149.0,301.0,131408.0,0,1848000
31,1967.0,medium,2,162.0,0.8,0.9,1.0,1.1,3,9,10,10,10,66.93857270028755,8.483091895730935,82.73096978906989,19.0041514086898,64.948129360838,74.81078192891212,253.2301308635162,401.83509453904185,54408.23176876812,11.946028791511385,35.30545300032423,56068.33272726147,0.26433889392240423,0.190041514086898,2236.0,269.0,131408.0,0,1967000
32,2002.0,burst,2,48.0,0.8333333333333334,1.1,1.0,1.3,4,11,10,10,10,63.50487901145944,4.153613596792072,104.77953753052128,31.505961583330524,77.30930960032276,79.3528042494823,390.8265276668437,274.78693412769957,43734.00652812771,9.63046353656243,47.14548466845946,44617.79255984163,0.16248866061004325,0.3150596158333052,2236.0,234.0,131408.0,0,2002000
33,2027.0,medium,2,163.0,0.8571428571428571,1.3,1.0,1.5,5,13,10,10,10,41.72657344487261,20.60375726817797,94.73022797950138,12.589162845791947,59.91724320221037,68.31209084171535,302.411741911097,511.3027231273737,34029.023792020154,11.302507398621561,39.96735256129133,36368.618843770055,0.13797934293549816,0.12589162845791946,2236.0,209.0,131408.0,0,2027000
34,2063.0,memheavy,7,97.0,0.875,1.5,1.0,2.2,6,15,10,10,10,56.281864567820406,17.009005495603876,94.20073828729026,61.63525334895518,56.05842079110763,82.71191450678384,218.09348334893266,332.4112356736954,63251.55274422289,12.478714317979287,75.18727350668205,65030.67533350366,0.2580630273935044,0.6163525334895518,2433.0,370.0,131408.0,0,2063000
35,2064.0,memheavy,2,97.0,0.8888888888888888,2.2,1.0,2.4,7,22,10,10,10,87.30613028233606,15.189289171280793,86.82047894370622,66.4070091147159,53.023939853691616,85.12901540821774,181.8811256266585,351.349262002782,52421.53141566144,11.180477213031256,98.56878607683387,53161.99358053994,0.48001753882668685,0.6640700911471591,2236.0,172.0,131408.0,0,2064000
36,2081.0,memheavy,2,97.0,0.9,2.4,1.0,2.6,8,24,10,10,10,79.87426163310407,16.360147749499898,87.90427488433568,28.4257721684344,69.86958470619757,80.61246487044517,332.1161619117269,471.52684884632623,38505.556340281684,17.48777710656538,50.995458336942605,41145.44579156392,0.2405009776499038,0.284257721684344,2520.0,439.0,131408.0,0,2081000
37,2081.0,medium,2,163.0,0.9090909090909091,2.6,1.0,2.8,9,26,10,10,10,48.51217497765552,39.866424508238474,82.57390086466961,21.285815348906045,64.20746394019613,92.37711793556593,316.52024577813916,335.4449970828991,87635.39216520738,8.807268964655101,47.882173511227904,90287.30499194236,0.1532672099959745,0.21285815348906045,2941.0,860.0,131408.0,0,2081000
38,2149.0,short,2,65.0,0.7272727272727273,1.9,0.5,2.1,7,19,9,9,10,27.382323330734557,29.903520601829964,101.45366925468947,73.11988228255137,58.41937529352773,82.61566816611573,265.7049746982287,392.12813337762753,41362.905799369764,18.43097545284068,94.78186088759881,43770.92073565186,0.10305536568080334,0.7311988228255137,2941.0,792.0,131408.0,0,2149000
39,2151.0,medium,2,163.0,0.75,2.1,0.5,2.3,8,21,9,9,10,62.455521721547385,39.30086339454965,86.48635808816448,13.433657593367043,57.01283517948718,77.49893242115947,376.77469081540613,564.883167337463,66103.33054329778,13.604523345385857,50.28375519262356,67089.00830057048,0.1657635803147572,0.13433657593367043,2941.0,790.0,131408.0,0,2151000
40,2236.0,burst,2,48.0,0.6363636363636364,1.7,0.0,1.9,6,17,8,8,10,51.015020234575864,28.802978023810635,85.2456210567904,45.28943293153828,61.07483068264694,100.92012224610991,379.40810096474723,388.4547617491748,67126.67457577656,7.196596000707128,69.20275275977629,67390.4332723576,0.13445949125718834,0.4528943293153828,2941.0,705.0,131408.0,0,2236000
41,2363.0,memheavy,2,98.0,0.7,1.7,0.0,1.9,6,17,6,6,10,27.994573483696655,26.934787552029466,99.31438466077307,57.326585852318864,64.32237987407328,65.97119345377108,380.36692789506384,245.7272251563656,47891.510072747755,28.168473887202374,67.12499906092583,48060.534436597285,0.07359886317829356,0.5732658585231887,2941.0,578.0,131408.0,0,2363000
42,2398.0,memheavy,10,97.0,0.8,1.9,0.4,2.9,7,19,4,4,10,78.07632945407609,23.182867908688024,84.33281967101857,67.4998346537866,57.63333274598115,85.20592060640692,424.18071352869066,506.44045440362913,75125.532374655,6.206523734969871,84.7745757771954,76830.53125078288,0.18406383638843865,0.6749983465378661,3133.0,735.0,131408.0,0,2398000
43,2433.0,burst,2,48.0,0.8,2.2,0.5,2.4,7,22,9,9,10,83.33751880981792,27.458056119785105,97.38513905383887,47.25599488785156,53.45767005683047,72.88081069782359,297.4365164583156,481.7058390239023,54428.39714809216,16.56798214854738,57.68641379131952,55415.82080272964,0.28018590253190145,0.47255994887851555,3044.0,611.0,131408.0,0,2433000
44,2452.0,medium,10,163.0,0.8181818181818182,2.4,0.9,3.4,8,24,9,9,10,64.30663787933071,30.11074390033638,92.28419815377866,51.55533684437158,59.36591752574685,78.61295811751943,288.79013360438347,313.12056041640426,76305.01275002827,16.882544355169657,68.28131189806666,78919.15217345019,0.2226760210839648,0.5155533684437158,3301.0,849.0,131408.0,0,2452000
45,2520.0,burst,2,48.0,0.8181818181818182,3.2,0.5,3.4,8,32,9,9,10,21.486311441296987,17.20709949478119,101.2433728101708,78.72790207019031,79.4225879573282,93.00592485424893,459.15231436734575,393.87269239204903,36066.68639444306,0.0,100.0,37466.35803908177,0.0467956074029648,0.7872790207019031,3044.0,524.0,131408.0,0,2520000
46,2941.0,memheavy,2,97.0,0.5,2.4,1.0,2.6,4,24,10,10,10,23.530356231981376,40.53067914814959,92.37660249250668,77.38173973957903,71.84719738327237,70.68100347049295,391.23129567611227,402.9570631901507,70144.88676295457,18.981439229077264,100.0,71623.54506783868,0.06014436087306624,0.7738173973957904,3480.0,539.0,131408.0,0,2941000
47,3044.0,medium,2,162.0,0.5,2.2,0.0,2.4,3,22,8,8,10,5.578651551967533,33.0554693285671,92.46125522064816,55.00786142914385,54.9214231640114,82.35132248225834,283.8826110307163,620.4859972791347,36013.50785936915,23.583588167767395,69.69079438964859,37906.36662772413,0.01965126194842529,0.5500786142914386,3480.0,436.0,131408.0,0,3044000
48,3064.0,burst,6,48.0,0.5555555555555556,2.4,0.6666666666666667,3.0,4,24,8,8,10,73.95662166208645,6.112392540653087,89.26404176653416,76.4555300220635,75.06762785690209,82.0563714689994,190.1271145697874,448.46287699047303,57765.55593153848,9.170419724137542,100.0,59541.5368235336,0.3889851367567049,0.764555300220635,3480.0,416.0,131408.0,0,3064000
49,3133.0,burst,2,48.0,0.8333333333333334,2.0,1.0,2.2,4,20,10,10,10,27.466527806910705,13.780436038913917,85.04235215400242,74.32985542890367,63.29933890256778,83.56580778409557,351.4008702829309,500.8058247800105,81587.02159468774,20.6711106811378,97.5795055393554,83293.14535759109,0.07816294758973133,0.7432985542890367,3572.0,439.0,131408.0,0,3133000
50,3152.0,burst,2,49.0,0.8571428571428571,2.2,1.0,2.4,5,22,10,10,10,45.94791592734827,27.968271074023793,90.71229143713008,50.84953340106733,60.76376468936607,42.850090963419326,227.04403705836734,376.50149767133036,36200.60131240514,1.3680140798797609,75.48062109856498,36923.81773281196,0.20237446674512843,0.5084953340106734,3572.0,420.0,131408.0,0,3152000
51,3171.0,medium,2,163.0,0.875,2.4,1.0,2.6,6,24,10,10,10,32.2131188424975,20.629102245144608,101.41793323158242,42.57342560543595,58.951354867336086,57.05903640225964,419.94698046475935,427.5670404980919,35124.3924208183,20.0123934975466,59.27581724717467,36571.93149995603,0.07670758534052782,0.4257342560543595,3572.0,401.0,131408.0,0,3171000
52,3207.0,medium,2,163.0,0.8888888888888888,2.6,1.0,2.8,7,26,10,10,10,44.79634081729517,22.214722245298343,104.38882422730487,51.1079997324099,57.90169842870211,92.04240479778139,258.22589908518205,457.4326856423141,36870.45471227518,7.864360785984326,66.66219930849478,38812.31206823251,0.17347733506203425,0.511079997324099,3588.0,381.0,131408.0,0,3207000
53,3301.0,short,6,64.0,0.8888888888888888,1.8,1.0,2.4,7,18,10,10,10,71.5026512205374,21.077150849080223,97.61745593567109,32.29583207029799,64.47050705130783,76.50222826258565,321.0517438416548,700.0254008333794,59503.09482556829,23.916067221993888,61.01142280869796,59796.14215001374,0.22271379175502334,0.3229583207029799,3668.0,367.0,131408.0,0,3301000
54,3309.0,burst,2,48.0,0.9,2.4,1.0,2.6,8,24,10,10,10,37.83230499959901,56.62222438259407,92.96360992273189,39.88470590756846,62.62325117734589,69.84222633117133,321.5209581138871,476.2099019314693,51289.20748168263,24.180274000780646,73.85974895483103,53652.33764374506,0.11766668406791166,0.3988470590756846,3789.0,480.0,131408.0,0,3309000
55,3436.0,medium,2,163.0,0.9090909090909091,2.6,1.0,2.8,9,26,10,10,10,26.28834450828571,26.32609094309173,88.50947498310398,37.550493437149555,56.16981339801691,80.69483634915719,324.92369180921645,337.91132495770063,78289.50548240177,15.424883980781884,46.885216896376924,80493.93209629225,0.08090621019941287,0.37550493437149557,3789.0,353.0,131408.0,0,3436000
56,3450.0,short,10,64.0,0.9166666666666666,2.8,1.0,3.8,10,28,10,10,10,67.70342169182429,45.73942556082692,85.13507415157514,54.82445079577259,59.951141285052266,69.38207411783924,209.9109999798429,565.2982363219277,51897.40009394995,7.540034467898102,70.87073533207764,55910.44720016913,0.3225339391376614,0.548244507957726,3966.0,516.0,131408.0,0,3450000
57,3462.0,burst,2,49.0,0.9230769230769231,3.8,1.0,4.0,11,38,10,10,10,50.74525743307066,34.19615167406695,91.33640992893096,44.77512122984682,61.61523066329974,73.00678349600707,291.2598579681208,590.5855781604781,52023.138668294996,13.556490716997299,47.825593006710235,54096.72534095247,0.17422674647676603,0.44775121229846815,3789.0,327.0,131408.0,0,3462000
58,3480.0,short,2,65.0,0.7692307692307693,3.0,1.0,3.2,9,30,10,10,10,56.952058743052525,11.270140785881582,94.66224957948995,55.44451832353805,41.97592389750267,89.01117521185111,416.3071188798387,436.4579679774627,38713.42019564517,14.008670154232627,74.33294930859127,40968.32925051991,0.13680299029306522,0.5544451832353805,3789.0,309.0,131408.0,0,3480000
59,3505.0,short,10,65.0,0.7857142857142857,3.2,1.0,4.2,10,32,10,10,10,77.38902236652217,28.763530885334433,92.92926013744213,34.699345130020305,55.40053773706353,71.49420306535899,247.77948157363866,415.46067967825223,73192.65450192957,11.839836634094219,52.964305821353825,73309.49294565486,0.3123302295857076,0.34699345130020304,4075.0,570.0,131408.0,0,3505000
60,3572.0,burst,7,49.0,0.6428571428571429,3.6,1.0,4.3,8,36,10,10,10,66.916873646574,15.858797023212828,96.2808039182959,19.017015333494882,56.10536814671461,93.47515389288577,238.32441433751023,497.61847537962984,55953.498827751915,8.73087623384789,51.27232285229968,57385.26341539393,0.28078060668936616,0.19017015333494883,3857.0,285.0,131408.0,0,3572000
61,3588.0,burst,10,49.0,0.6428571428571429,4.1,1.0,5.1,8,41,10,10,10,22.729487404745427,21.490764956966512,99.65059064628132,46.701964678014974,72.9107633950831,84.68468643574336,330.75412308930146,500.895519502353,43345.46486048569,3.2010587389922582,52.1690551152532,45082.79914149829,0.06872019369690098,0.46701964678014973,4144.0,556.0,131408.0,0,3588000
62,3621.0,short,1,65.0,0.7692307692307693,5.1,0.0,5.2,9,51,6,6,10,16.45038217758701,1.7447468303699258,103.38658674273437,49.193548315349624,67.12370746125217,65.59897574919337,434.96399549726794,299.0677199043782,54399.547253915065,10.824052525854919,77.57177632145938,54976.36279946019,0.03782010085404951,0.4919354831534962,3789.0,168.0,131408.0,0,3621000
63,3632.0,burst,2,49.0,0.7857142857142857,5.2,0.0,5.4,10,52,6,6,10,53.35230356841198,22.08222427912479,97.85858823901793,67.09989629376682,59.08322226224975,76.60413314813313,324.3320844337213,490.55987056626094,53614.55746661325,17.905183292486466,89.62955401552493,55781.408776906,0.16449900003437606,0.6709989629376681,4573.0,941.0,131408.0,0,3632000
64,3668.0,medium,5,163.0,0.7857142857142857,4.8,1.0,5.3,10,48,10,10,10,16.039554090895614,15.121734343425949,93.43789425222018,38.14704868336552,53.21137023601026,84.98157281596686,410.0877701509019,520.0402015161098,65741.10117044991,4.851620985737892,62.691052021616976,68582.43012718194,0.03911249068703869,0.3814704868336552,4573.0,905.0,131408.0,0,3668000
65,3681.0,short,2,65.0,0.8,5.3,1.0,5.5,11,53,10,10,10,81.55857121738946,19.86974020644305,89.55608552685561,58.02715009059087,66.20212496826893,72.15913268871951,297.4110579179631,561.0438698134096,48151.680006548195,15.352581969410934,80.92376671972237,50464.89938596774,0.27422844257487666,0.5802715009059087,4573.0,892.0,131408.0,0,3681000
66,3700.0,medium,2,163.0,0.8125,5.5,1.0,5.7,12,55,10,10,10,45.420516766984704,15.9558326436702,81.07191855570474,63.52848293499209,58.08503136914763,72.86584167933243,169.23048351115736,408.9209201503045,41000.44248415315,12.007664785395681,80.99162416105096,42543.57953552436,0.268394415855877,0.6352848293499209,4629.0,929.0,131408.0,0,3700000
67,3705.0,burst,2,48.0,0.8235294117647058,5.7,1.0,5.9,13,57,10,10,10,53.779121721766025,16.64906548252336,89.87671968116493,51.94227776928262,70.24935419502611,79.50407641077074,330.89551760417356,520.9325477833148,58070.18829753107,11.460292932602032,72.3938325535608,59730.9345035207,0.16252599041277466,0.5194227776928262,4668.0,963.0,131408.0,0,3705000
68,3721.0,short,7,65.0,0.8333333333333334,5.9,1.0,6.6,14,59,10,10,10,72.43182444143446,25.169099258392304,83.06658762534703,37.02295454562511,62.80774957432289,67.01498894974682,411.81640220447963,342.72063143947787,80767.51613602262,16.71460315147174,62.342051546218066,81423.86968423724,0.1758837774641861,0.37022954545625114,4822.0,1101.0,131408.0,0,3721000
69,3789.0,short,10,65.0,0.875,6.2,0.4,7.2,13,62,4,4,10,87.50998152958152,42.768743306375,107.26232325385358,3.1992279677073228,63.82240474825782,67.23788080764228,316.8285056584314,423.3492595646182,33309.618570449646,7.023679659832927,29.500867718552065,34830.24022971034,0.27620614927851495,0.03199227967707323,4892.0,1103.0,131408.0,0,3789000
70,3857.0,memheavy,2,97.0,0.8461538461538461,6.0,0.5,6.2,10,60,9,9,10,71.65281381736231,20.037723265172286,101.47688834833282,12.444573502714189,66.35862664397676,75.43096435557761,215.546444516252,370.12872407948896,58168.48498137142,19.141944812548193,30.27455884361647,59643.13423238435,0.33242401180948156,0.12444573502714189,5015.0,1158.0,131408.0,0,3857000
71,3857.0,short,2,64.0,0.8571428571428571,6.2,0.5,6.4,11,62,9,9,10,99.03240164552186,30.44777143452436,105.32225252889975,43.30506111363528,66.8713945482294,78.29935511912427,403.13867125911145,490.53355385397595,80704.3538357655,16.29956838036395,61.55593223993064,81560.76128709785,0.24565344062929215,0.43305061113635285,4822.0,965.0,131408.0,0,3857000
72,3877.0,medium,10,162.0,0.8666666666666667,6.4,0.9,7.4,12,64,9,9,10,59.678794008043404,30.85272497997779,102.77092133302672,29.519599497536408,60.67074085806829,67.05625202157654,330.71913071790146,453.8233604903417,59121.554854105416,6.032074814204076,46.71360926003968,59370.1957110778,0.18045159310408485,0.2951959949753641,5143.0,1266.0,131408.0,0,3877000
73,3966.0,burst,2,49.0,0.9285714285714286,6.4,1.0,6.6,12,64,10,10,10,42.331150513313204,25.334362095131176,97.65518110372305,38.616397841325714,62.67220448608089,81.1197886034933,289.6373605879351,362.5547275119936,45300.89543951775,19.179279339095086,60.29842894740055,45933.88340229087,0.14615224509498764,0.3861639784132571,5015.0,1049.0,131408.0,0,3966000
74,3969.0,short,2,65.0,0.9333333333333333,6.6,1.0,6.8,13,66,10,10,10,38.13916088992879,10.655802901887892,93.26592376401622,79.80259338904975,60.397968429946694,69.65885171483261,240.90557877912823,542.6120399887448,26086.86126660738,10.362158437466482,98.78671314006098,27066.532867840575,0.1583158060648163,0.7980259338904975,5015.0,1046.0,131408.0,0,3969000
75,4075.0,short,2,65.0,0.9333333333333333,5.8,1.0,6.0,13,58,10,10,10,56.89363242042252,31.40944392619449,91.22848571435473,14.402243733038437,63.63212813208219,72.8156841759808,261.702205581572,564.6023226405057,41768.75296095067,13.865011236942772,34.038021527373246,43461.82692836513,0.21739836809548363,0.14402243733038436,5015.0,940.0,131408.0,0,4075000
